tau_main,age_main,tau_burst,f_burst,age_burst,sfr_A,normalise,E_BV_lines,E_BV_factor,uv_bump_wavelength,uv_bump_width,uv_bump_amplitude,powerlaw_slope,Ext_law_emission_lines,Rv,imf,metallicity,qpah,umin,alpha,gamma,separation_age,logU,zgas,ne,f_esc,f_dust,lines_width,emission,redshift,filters
2556.876176167153,8768.416513823864,9809.476277251351,4.49201337902605e-05,83.00274610107714,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2842.597401015968,8278.386043926119,9510.732703187008,0.004327867886956549,13.492012611886182,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2999.4594114574725,1664.858852848296,1668.0886421918422,0.0007013909865304369,12.043421479505696,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1615.7247642132736,9998.112182989506,4921.385326992236,0.006679344120441327,10.076981610011515,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1544.0371175420094,1078.0216048522288,9961.722739801544,5.038176736915645e-09,86.57475304036466,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2435.3291475578458,3783.196337469264,8868.793156037622,4.7023826027503546e-08,25.749682338359648,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1654.3857394072236,5576.46393910603,7591.980078605684,0.005444821418562673,94.02705723428562,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1500.1781585754418,9898.332716067569,9992.279687161927,0.12199346525120149,10.005593936338443,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2360.8510620009683,9953.263238600934,9992.62199964727,0.15809222999117334,44.473266251624096,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2336.1917554590405,4264.835307114734,9038.469241967972,0.15197450740576263,10.12646144030225,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2161.1645682547532,5027.199128139312,3774.0609848115737,0.07859515368607149,36.153477042836236,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1798.5426901359247,3531.266461995564,9916.43488474093,0.08278206271170492,10.038185664574243,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1635.0099428132216,2048.3547203188737,9981.514289665474,1.6508863387693085e-05,11.820344124378522,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1515.670471179333,9942.937436441487,1506.3486400333823,0.18744288476642043,18.38984116127439,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1837.7957453021793,3729.7559601805797,6386.592863641679,0.0004019025444450819,10.723556524635626,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1500.3070264910727,7644.078205425758,9824.388008062024,0.008403580961399093,83.4941628837104,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1530.4856081162745,1562.7086761157443,9976.556527972944,7.583204068090099e-05,65.06098112098518,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2960.592551266575,9918.051908947926,159.0281554048015,0.12801941893523663,99.92370043995253,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2826.3361577323394,3177.4272721669877,2550.6475744845293,0.09685774857809869,12.874128557399487,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1554.1743202628659,9589.666876061407,1121.7482050020571,0.09388656398402845,28.390361655548716,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2823.7740053646576,7134.546356779695,2307.9321241851667,0.07889000805115334,44.38917843006999,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2998.2756161521434,3076.751276637515,9645.91312198239,0.13647604268063476,63.98666372372619,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2959.183692932723,9276.864407382971,9980.607820048339,0.0858475897362296,15.835378435762678,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2247.264849568201,9738.709540585582,156.08869709939245,0.1820944851710003,45.97644981619867,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1557.45762864737,3502.3357088435187,9986.815919185146,0.0112650573796442,50.294051310891284,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1500.5623500013937,6588.545617286871,6661.836280161708,1.7876573907088522e-05,28.685080947508908,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2553.468264329771,9994.801923075182,9787.273329945343,0.0003889216411018803,76.94408599453527,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1742.6767620446055,9726.758109404222,6427.556604409943,0.07470869448301279,73.09229992925606,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2558.194082023117,3834.9288068269598,8616.604622295925,0.002622613428736431,71.87744665051005,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1542.4396888958554,9933.04597310703,9999.505662384936,0.06352914239137938,10.754629309171662,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1530.4705209131953,9885.389274337476,5806.021167399356,0.022572143871926853,51.29124689425602,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1859.3269391862714,2799.8954094431692,9274.442725467246,0.13754238641045557,19.36702859704276,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2815.4936845153215,9103.4784489145,5415.488708450113,0.02636546562249481,43.08463077433112,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1675.2841259715344,4419.515443769859,1308.8381332381887,0.19870206978975488,89.83287693580657,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2475.024849923008,1833.1984196842304,7698.142825988853,0.09583778504724308,58.86653730462358,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2111.4186702611387,9245.725199621484,8715.4328326837,0.07021873914607804,17.34235849310049,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1601.6799806960464,9997.355722223549,2348.5070374109237,0.006084703247999423,49.766429799496414,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2017.0484119762527,8719.202808238822,780.495676130522,0.019490806489669554,10.002625265128373,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2262.967458500904,9676.35864323967,7863.011120605557,0.14545821099868178,41.42569306883926,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2442.27274286477,1786.8374660213176,6351.220357915763,0.18503723846183162,78.53324651094184,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1710.900688031026,9860.345705172484,5359.906201162868,0.016547169979860443,95.93842380278292,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1854.1080361955926,5524.71881323788,2779.810397844046,0.08466494811490605,19.374907964629315,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2049.893831245871,8536.589177886108,8124.834775897138,0.003234813890696381,18.998452017902864,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2678.2011841540534,9714.707080998067,4722.628590319761,0.13073688621046875,16.822687585869147,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1501.4202153555163,2907.6237718839666,3597.060034705307,0.024901441403040264,81.401871027961,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2999.980846541961,9293.301505022895,9962.293376180702,0.13920198104428472,92.13115056218923,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1500.008900381389,7775.117841356004,8913.525994745343,0.0437155072775218,71.04083813970433,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1999.4211574910908,9150.694638094765,9014.934676189525,0.023690183392178626,15.610360020344132,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2533.1789612306957,5003.33600704878,8253.671782815865,4.8866522553814296e-05,48.207166284074184,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1509.5207266499829,6771.071208098307,3750.019953409891,5.4061806203042906e-05,96.3180034241752,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2664.0082839393062,7415.999947353443,224.2376501225408,0.015857590630990376,18.49574553683756,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2778.5120831930494,8361.3083966409,9096.491278394933,0.18792549693359376,16.244748810576,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1500.0342043358633,4173.237528155444,9938.456417038076,0.03891588102603177,65.39813943943511,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1500.7964019717533,4005.7787045696487,637.9751201449053,0.01476871865239815,35.134404851882266,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2846.4697983512433,6069.067515932587,9852.753261735717,0.1445415911968665,13.767717723831808,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1509.9319362088625,8673.505205567708,9930.529356744266,0.024726992001627424,10.000890321368786,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2050.2675243047565,9301.025189029586,8389.40130482609,0.10553519254699772,15.201417610059949,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1510.9850320211035,9646.722785307205,9994.792253124817,1.2838198815257051e-05,10.064480143391506,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1501.9190313438953,2682.0986450896944,9705.201270971207,0.13813631789483527,10.085537752544624,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2532.9092068994178,9999.941167496003,5015.551817986528,0.011851347815897195,10.00040104273053,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2634.361572454131,9501.907026705125,9374.895985946441,0.14436206648577668,11.385440665647323,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1924.7294730570259,9999.24523629537,9999.78714886857,0.19859549386045952,10.00112473398859,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1502.5896824913448,9486.708899012941,507.50677088681186,6.37404476193093e-05,92.61323974918956,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2974.045030955844,9598.033825818588,7656.978098232814,0.19924285194661695,96.15820174621656,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1533.529677537732,4454.360537280925,1367.0767376011554,0.19521401948534542,91.7521669484022,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1529.2303832107923,9657.585014589216,7605.935683831818,0.014791799906933634,15.1436571267175,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1539.9756755161961,9998.911732472263,9946.790083061756,0.002495058360925201,55.53096413575021,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1500.0003209462989,4153.741165007927,6212.44851490307,0.14264505117884985,37.15899668497915,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1735.827120146668,8028.821174473152,1068.8646552428854,0.024404645652374685,19.22135783941927,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1502.9846175883808,8678.576976368267,8815.834785915848,0.03465014553870879,81.73128052404067,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2853.318022255165,9488.348037021036,6393.800892036941,0.0001416866194446642,65.39277735682339,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1501.6147096696357,9999.311988308387,8234.984508770975,0.0052427079103563035,78.30548137568087,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1511.7648274650198,9986.414571607029,9928.848560119071,0.13783695093193785,10.248436499680807,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1513.4632941388647,7922.409501470877,3354.0307276034873,0.006383269224261023,20.197238552712975,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2348.4364164942526,9948.449806733022,9264.940579534743,0.018729347344179692,24.812418681002697,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2509.688417920162,1027.890769078389,2504.885751599637,0.0722509436378298,21.452031022019597,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2267.6554151774717,1001.688062687821,9839.752182252012,0.06683386393813265,58.42297129822653,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1767.7047653707975,9383.121592227117,4313.158481098148,0.11047451578201394,31.579620234252502,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1779.2037305108952,1291.9161343259148,1795.2154213789854,0.000864793995061619,10.007197940041976,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1736.9878553909457,6796.367929779462,8885.236620133002,0.005927327169761104,10.005170852683847,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2998.072948077903,2773.2400287687296,284.0210198775658,0.00019219088195421286,93.97655342450041,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2943.5454901450253,6398.296046283791,9996.347959845432,0.1999993305892442,11.862158986706007,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.04,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1500.2221721095289,2216.907497243401,881.314419956736,0.09150593470412959,37.21473207770585,1.0,True,0.3,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
